#####################################################################################################
# NeXus source file: SAXS
# NXdata: name = img{0}_azimuthalIntegration_Px_4
#
#
# Exposure_msec                                     900000.0 + 0.0
# _diffrn_source.source                             Xenocs - Soleil SWING
# _diffrn_sofware                                   Foxtrot 3.4.9-3471
# _diffrn_detector.detector                         not specified
# _diffrn_comment.comment                           _
# _sas_detc.pixnum_ax                               [487]
# _sas_detc.pixnum_eq                               [407]
# _sas_detc.pixsize                                 172.0
# _sas_detc.center_ax                               10.99
# _sas_detc.center_eq                               382.84
# _sas_detc.dist_spec/detc                          3789.9
# _sas_detc.energy                                  nan
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.54189
# _sas_detc.bias                                    0
# _sas_detc.mask                                    /data0/images/inhouse/GustavoQuintero_20250226/mask.txt
# Normalization                                     false
# Normalization Factor                              1.0
# Normalization Monitor                             null
# Normalization Intensity                           1.0
# Bsx                                               0.0
# Bsz                                               0.0
# Center_1                                          10.99
# Center_2                                          382.84
# DDummy                                            0.6
# Date                                              2025-02-26 14:59:28
# Ddelta                                            0.0
# Det                                               0.0
# Detector                                          0.0
# Detx                                              35.0
# Detz                                              15.0
# Dummy                                             -1.5
# EDF_BinarySize                                    792836.0
# EDF_DataBlockID                                   0.0
# EDF_HeaderSize                                    1536.0
# ExposureTime                                      900.0
# Gamma                                             0.0
# HeaderID                                          EH:000000:000000:000000
# Intensity1                                        1.0E-15
# Monitor                                           0.0
# Om                                                0.0
# PSize_1                                           1.72E-4
# PSize_2                                           1.72E-4
# Pil_Roi0                                          1179.6
# Pilct0                                            27866.1
# Pilct1                                            0.0
# Pilroi0                                           1179.6
# Pilroi1                                           0.0
# RetriggerMode                                     0.0
# S1bot                                             0.3
# S1hl                                              0.3
# S1hr                                              0.3
# S1top                                             0.3
# S2bot                                             0.25
# S2hl                                              0.25
# S2hr                                              0.25
# S2top                                             0.25
# SampleDistance                                    3.7899
# Sec                                               1.008
# Size                                              792836.0
# Temperature                                       0.0
# Thickness                                         0.0
# Title                                             GustavoQuintero_20250226_0_00005.edf
# WaveLength                                        1.54189E-10
# X                                                 -40.31
# Z                                                 -12.5
#####################################################################################################
q(A-1)                                            I(q)GustavoQuintero_20250226_0_00005.edf{0}_AzInt_Px_4      Sig(q)GustavoQuintero_20250226_0_00005.edf{0}_AzInt_Px_4    2Theta(degrees)                                   
0.0                                               nan                                                         nan                                                         0.0                                               
0.000184938432475                                 nan                                                         nan                                                         0.00260029923467                                  
0.000369876864094                                 nan                                                         nan                                                         0.00520059845863                                  
0.000554815293998                                 nan                                                         nan                                                         0.00780089766117                                  
0.000739753721331                                 nan                                                         nan                                                         0.0104011968316                                   
0.000924692145236                                 nan                                                         nan                                                         0.0130014959591                                   
0.00110963056486                                  nan                                                         nan                                                         0.0156017950331                                   
0.00129456897933                                  nan                                                         nan                                                         0.0182020940429                                   
0.00147950738781                                  nan                                                         nan                                                         0.0208023929776                                   
0.00166444578943                                  nan                                                         nan                                                         0.0234026918267                                   
0.00184938418334                                  nan                                                         nan                                                         0.0260029905793                                   
0.00203432256868                                  nan                                                         nan                                                         0.0286032892248                                   
0.00221926094459                                  nan                                                         nan                                                         0.0312035877525                                   
0.00240419931021                                  nan                                                         nan                                                         0.0338038861517                                   
0.00258913766469                                  nan                                                         nan                                                         0.0364041844116                                   
0.00277407600718                                  20.5649905905                                               1.30910290168                                               0.0390044825216                                   
0.00295901433681                                  12.4364272728                                               0.788556818151                                              0.0416047804709                                   
0.00314395265272                                  11.4694384373                                               0.598682111968                                              0.0442050782488                                   
0.00332889095407                                  9.59163450412                                               0.413859105283                                              0.0468053758446                                   
0.00351382923999                                  7.94097063659                                               0.336812357538                                              0.0494056732475                                   
0.00369876750962                                  7.45685533324                                               0.317440450864                                              0.052005970447                                    
0.00388370576211                                  5.46342995009                                               0.268118134654                                              0.0546062674322                                   
0.00406864399661                                  4.87281013076                                               0.251561807676                                              0.0572065641925                                   
0.00425358221225                                  4.81647341877                                               0.236655015588                                              0.0598068607172                                   
0.00443852040818                                  3.77938421666                                               0.212114943636                                              0.0624071569954                                   
0.00462345858353                                  3.00893042036                                               0.195160960199                                              0.0650074530166                                   
0.00480839673747                                  2.60496960127                                               0.195725462057                                              0.06760774877                                     
0.00499333486911                                  2.28594194703                                               0.178183234948                                              0.0702080442449                                   
0.00517827297762                                  1.65721668636                                               0.14766697509                                               0.0728083394306                                   
0.00536321106213                                  1.52462588143                                               0.143537820746                                              0.0754086343164                                   
0.00554814912179                                  1.45866482038                                               0.134194849872                                              0.0780089288915                                   
0.00573308715573                                  1.56495642014                                               0.139864267531                                              0.0806092231453                                   
0.0059180251631                                   1.32007184073                                               0.124620648701                                              0.083209517067                                    
0.00610296314305                                  1.2435465115                                                0.120954570734                                              0.085809810646                                    
0.00628790109472                                  1.14262108071                                               0.115942438131                                              0.0884101038715                                   
0.00647283901725                                  1.02496141294                                               0.104981580161                                              0.0910103967328                                   
0.00665777690978                                  0.741856928586                                              0.0893139863704                                             0.0936106892191                                   
0.00684271477145                                  0.823098338929                                              0.0916460482844                                             0.0962109813199                                   
0.00702765260142                                  0.837413776919                                              0.0943858937837                                             0.0988112730243                                   
0.00721259039881                                  0.726650703447                                              0.0852440096494                                             0.101411564322                                    
0.00739752816278                                  0.761151296108                                              0.0863846311377                                             0.104011855201                                    
0.00758246589247                                  0.601256141133                                              0.0771560886608                                             0.106612145653                                    
0.00776740358702                                  0.506723309133                                              0.0701403634846                                             0.109212435665                                    
0.00795234124558                                  0.494561122725                                              0.0696323642868                                             0.111812725227                                    
0.00813727886728                                  0.41748118444                                               0.0627576712244                                             0.114413014328                                    
0.00832221645127                                  0.430165757197                                              0.06340556658                                               0.117013302958                                    
0.00850715399669                                  0.364064634669                                              0.0580602349038                                             0.119613591107                                    
0.00869209150269                                  0.368624227559                                              0.0576277854138                                             0.122213878762                                    
0.0088770289684                                   0.398199790526                                              0.0591016538068                                             0.124814165914                                    
0.00906196639298                                  0.428776311619                                              0.0615995842612                                             0.127414452552                                    
0.00924690377557                                  0.468276676427                                              0.0635365963863                                             0.130014738665                                    
0.0094318411153                                   0.336917212605                                              0.0553435485304                                             0.132615024242                                    
